,SMALL LoOP,ME1 OP2,SMALL HiOP,BIG LoOP,ME2 OP2,BIG HiOP
196705,  -1.2194,  -1.3377,  -2.3053,  -3.0122,  -4.0087,  -5.3243
196706,   9.5819,   7.4997,   8.7481,   2.2670,   1.6886,   1.8284
196707,   9.1808,   7.6297,   7.7058,   2.6497,   5.0465,   5.1585
196708,  -0.7141,   0.4503,   0.3634,  -0.5339,  -0.7854,  -0.8906
196709,   6.1690,   4.7026,   5.9459,   3.7295,   1.7614,   4.4065
196710,  -2.2374,  -2.1947,  -2.8617,  -3.4701,  -4.0427,  -0.6987
196711,  -0.5291,   0.2073,   1.6460,   0.0164,   1.3129,   0.5351
196712,  10.2180,   6.7453,   8.6570,   2.3505,   3.4094,   2.2641
196801,   2.8673,  -0.1534,  -0.4060,  -0.9317,  -3.1299,  -6.8402
196802,  -6.0189,  -4.9371,  -6.3320,  -2.9616,  -2.7501,  -2.9286
196803,  -0.3052,  -1.9391,  -0.9386,  -0.2535,  -0.7331,   2.5098
196804,  16.0016,  11.6915,  16.8045,   6.2797,   7.3006,  10.8784
196805,   9.7745,   8.2333,   8.9319,   1.0689,   0.8434,   2.5301
196806,   0.2643,   1.2984,   0.6520,   2.5347,   2.2354,  -0.4767
196807,  -2.3978,  -3.0684,  -4.7351,  -0.3609,  -0.2575,  -4.2967
196808,   4.2007,   3.0054,   4.2368,   2.5001,   1.3553,   1.0646
196809,   8.3347,   5.7793,   7.5312,   6.3022,   3.6997,   3.1308
196810,   0.3298,   1.1838,   0.7465,   2.2930,   1.8370,  -0.7589
196811,   7.7320,   7.8563,   7.8609,   5.1430,   5.4646,   5.8828
196812,   1.5561,  -1.2641,  -0.7596,  -3.3160,  -3.7395,  -4.7292
196901,  -0.7597,  -0.8310,  -2.2233,  -0.3487,   0.2067,  -1.9875
196902, -10.6818,  -7.7037,  -8.4765,  -5.8370,  -4.6437,  -3.9072
196903,   3.8260,   2.4260,   2.5674,   4.8640,   2.7217,   3.2799
196904,   1.8784,   1.0863,   0.5868,   0.7705,   2.2668,   2.8761
196905,   0.5040,   0.5654,  -0.5857,   0.5967,   0.8162,  -0.2134
196906, -12.6853, -11.0500, -10.7659,  -9.6908,  -6.3857,  -2.9612
196907, -10.2493,  -8.6737, -10.1704,  -7.9141,  -5.9811,  -5.1023
196908,   5.1234,   4.6643,   7.4960,   5.5098,   4.3247,   5.4789
196909,  -2.3242,  -1.8347,  -0.2506,  -5.5438,  -3.0024,  -0.7178
196910,   9.7947,   8.7436,   9.4069,   5.1652,   4.6797,   5.7866
196911,  -5.5311,  -5.6369,  -5.0410,  -4.7491,  -2.8925,  -2.3430
196912,  -7.1651,  -5.5123,  -3.1498,  -1.6644,  -2.1315,  -0.5983
197001,  -2.5087,  -5.4018,  -6.4710,  -8.5672,  -7.1624,  -8.0231
197002,   3.1389,   3.9155,   3.1004,   8.8056,   6.9487,   4.1988
197003,  -2.7167,  -1.4790,  -4.0219,  -0.1926,   0.8666,  -0.9172
197004, -16.9487, -14.5664, -17.5565,  -9.0348,  -9.3362,  -9.7975
197005, -10.7566,  -9.6092, -10.0646,  -4.1492,  -4.6846,  -7.3474
197006,  -8.1986,  -6.9265,  -6.8120,  -3.9790,  -5.0776,  -5.1124
197007,   5.4608,   6.9746,   8.4276,   8.5476,   9.4373,   5.0788
197008,   6.3246,   6.4624,   7.0060,   4.8181,   4.5449,   5.2648
197009,  14.0669,  11.3579,  13.2235,   3.9528,   2.1101,   5.4050
197010,  -7.8118,  -5.1410,  -5.3556,  -1.8038,  -1.4898,  -0.8336
197011,  -0.3179,   2.1023,   2.4065,   4.9833,   5.7568,   5.3725
197012,   8.1457,   9.1107,   9.0891,   6.1099,   6.2263,   5.6466
197101,  13.8562,  11.8272,  10.4356,   4.5218,   4.5362,   3.9683
197102,   3.8686,   3.1453,   4.7155,   1.7009,   0.8793,   2.0164
197103,   5.5839,   5.8208,   7.7920,   3.6757,   3.3678,   5.1365
197104,   4.5493,   3.2173,   2.6726,   4.6921,   2.8384,   3.6526
197105,  -5.3074,  -4.9208,  -4.0284,  -5.0061,  -3.0560,  -3.5113
197106,  -2.4274,  -1.5069,   0.5651,  -0.1385,   1.0782,  -0.0376
197107,  -6.5324,  -4.9240,  -5.6135,  -4.4230,  -3.7362,  -4.1925
197108,   5.0711,   4.3885,   4.7261,   5.3325,   3.3708,   4.7874
197109,  -2.3136,   0.2411,   0.8851,  -1.6130,  -0.8023,   0.2955
197110,  -7.3127,  -3.9297,  -5.4830,  -4.5483,  -4.1069,  -3.2143
197111,  -4.0037,  -2.6076,  -2.4173,  -1.8973,  -0.1240,   1.3312
197112,  12.4495,  11.6049,  12.5824,  10.2294,   8.0055,   9.3144
197201,  11.8256,   6.7920,   7.5333,   2.5960,   0.5006,   3.5333
197202,   3.8002,   3.0523,   4.1362,   1.6765,   2.1515,   4.6097
197203,   0.2200,  -0.2452,   1.0252,  -0.6875,   0.5853,   1.7225
197204,   0.6243,   0.9111,   0.6018,   1.7160,  -0.1477,   0.8475
197205,  -2.8316,  -1.4378,  -1.3933,   0.1871,   0.9170,   3.5084
197206,  -3.2275,  -3.3261,  -3.0412,  -4.0375,  -2.8209,  -0.5986
197207,  -2.9368,  -2.8489,  -4.9184,  -3.1763,  -0.7785,   1.0819
197208,   1.1641,   1.5345,   0.6256,   5.8291,   4.9142,   2.4774
197209,  -4.2844,  -2.8103,  -2.3436,  -1.9025,  -0.2404,  -0.4113
197210,  -1.8357,  -0.6650,  -1.8449,   0.9591,   1.9622,   0.6750
197211,   5.2807,   5.1978,   5.6288,   7.6144,   6.3763,   3.3141
197212,  -2.3198,  -0.8970,  -1.2980,  -1.7675,   0.7853,   2.3715
197301,  -4.7256,  -5.3029,  -5.7878,  -3.3401,  -3.0551,  -1.5079
197302,  -7.3292,  -7.4059,  -9.9586,  -5.1060,  -4.8706,  -2.9716
197303,  -1.8350,  -2.7381,  -3.2062,   0.2733,  -0.4612,  -0.4314
197304,  -5.9464,  -5.8004,  -8.9034,  -4.9125,  -2.7456,  -5.2578
197305,  -8.9909,  -7.5636,  -8.4174,  -4.3104,  -1.4082,  -1.0034
197306,  -2.8255,  -3.0187,  -4.9732,  -1.7391,  -1.5071,  -0.1285
197307,  13.3917,   9.4895,  15.8388,   7.2181,   4.6864,   4.6632
197308,  -3.8937,  -4.4707,  -4.7382,  -1.6515,  -2.9249,  -3.3726
197309,   9.4566,   9.5962,  10.2327,   7.7804,   7.9923,   2.4122
197310,   1.2924,   0.1865,  -2.5950,  -0.0093,  -0.6593,   0.2168
197311, -17.6134, -17.9640, -21.8171, -10.4207, -12.5124, -11.3706
197312,  -1.5247,  -2.2069,  -2.1575,   4.3755,   3.8265,  -0.3705
197401,  12.2772,   9.8083,   8.6660,   1.1794,   0.1281,  -1.5662
197402,   1.4639,   0.2343,   0.3263,   1.2641,   1.6615,  -1.3301
197403,  -0.4134,  -0.2617,   0.4003,  -5.9201,  -2.6880,  -1.1465
197404,  -6.3737,  -4.8924,  -4.8002,  -7.3316,  -4.8423,  -3.1450
197405,  -8.1942,  -7.3960,  -6.3889,  -9.6598,  -3.5184,  -1.6120
197406,  -2.4968,  -1.8060,  -2.6149,  -2.9723,  -2.2138,  -1.6203
197407,  -3.8554,  -3.9283,  -5.8913,  -4.4511,  -7.1016,  -8.9255
197408,  -7.9805,  -8.1709,  -8.4271,  -8.8380,  -8.2544,  -8.9492
197409,  -7.8908,  -7.5729, -10.4298,  -7.9301,  -8.4792, -14.2508
197410,  10.0138,   8.7726,  10.2430,  17.7440,  18.2104,  17.0828
197411,  -3.8079,  -4.8145,  -5.8702,  -0.3790,  -3.5045,  -5.0196
197412,  -6.5067,  -5.8121,  -7.5318,  -3.2357,  -0.4151,  -3.5859
197501,  27.5875,  25.9895,  27.7539,  14.8970,  12.0760,  13.2154
197502,   6.4347,   3.6952,   3.7752,   4.0238,   3.5541,   8.9931
197503,   6.1796,   6.4626,   9.8667,   3.5607,   3.1437,   2.3427
197504,   3.6369,   4.1707,   4.9277,   4.3343,   3.6670,   5.8810
197505,   8.9772,   7.1593,   7.5645,   5.6914,   5.8196,   5.1196
197506,   8.1732,   6.7278,   6.4909,   7.3860,   5.9554,   3.7468
197507,  -3.3708,  -1.8918,  -2.5163,  -7.0631,  -5.8854,  -6.9884
197508,  -5.7870,  -4.2297,  -5.0588,  -3.0098,  -2.3193,  -1.5036
197509,  -4.0430,  -3.2008,  -3.7132,  -4.2712,  -3.5845,  -3.5494
197510,   1.9794,   1.9719,   2.9781,   7.2495,   7.4242,   5.2866
197511,   1.5215,   2.9613,   2.4060,   4.8490,   3.1974,   2.6001
197512,  -0.6877,  -0.8331,  -1.0018,  -1.5225,  -0.7053,  -1.3912
197601,  22.0873,  17.6774,  18.1914,  11.6605,  12.2535,  11.9854
197602,  10.7413,   7.4169,   8.3490,   1.6500,  -0.0364,  -1.1568
197603,   2.0115,   1.0420,   1.5718,   3.7650,   1.9604,   3.5512
197604,  -1.5627,  -0.5205,  -1.3851,  -2.3914,   0.1066,  -1.7673
197605,  -3.1682,  -1.9094,  -1.5511,  -2.7692,  -1.7401,   0.5175
197606,   4.4663,   3.5190,   3.6475,   5.3507,   4.1388,   4.8269
197607,   0.0707,   1.2440,  -0.7881,   0.2994,  -0.7702,  -0.9373
197608,  -2.8976,  -0.9321,  -2.5253,   0.8482,   0.2092,  -0.3499
197609,   2.0212,   2.6236,   3.3094,   2.0443,   2.5785,   2.7136
197610,  -2.5440,  -1.4298,  -2.2779,  -1.9737,  -1.3358,  -2.6246
197611,   4.0222,   2.9747,   3.6532,   2.1359,   0.7552,  -0.3078
197612,  10.4992,   9.4406,   9.5093,   5.7238,   5.6669,   5.4824
197701,   2.4895,   2.4929,   1.6482,  -4.7914,  -3.6727,  -4.9766
197702,  -0.6564,  -0.6335,  -0.8871,  -1.7697,  -1.5831,  -1.8569
197703,   0.0580,   0.3658,   0.6047,  -0.2488,  -1.4344,  -1.3934
197704,   1.7067,   1.8390,   1.2489,   2.8235,   0.5776,  -0.7513
197705,  -0.2236,   0.3152,   0.0936,  -1.8776,  -0.6022,  -1.5402
197706,   7.2489,   5.7532,   7.3949,   4.0704,   4.2474,   5.7515
197707,  -0.4840,   0.5372,   0.3870,  -2.0509,  -1.2817,  -1.4381
197708,  -1.4079,  -0.4514,  -0.1168,  -1.8701,  -1.4586,  -1.1714
197709,   0.3167,   0.9449,   2.0255,  -1.2294,   0.5012,  -0.0455
197710,  -3.0601,  -1.3390,  -3.1821,  -3.6048,  -4.6220,  -3.8718
197711,   7.4661,   7.6868,   8.4559,   4.6686,   4.5687,   3.4166
197712,   1.8967,   1.7484,   2.5886,  -0.3332,   0.5148,   0.8024
197801,  -1.7746,  -2.5425,  -4.2235,  -5.3784,  -5.6563,  -6.3214
197802,   1.9119,   1.9468,   2.7886,  -1.7661,  -0.6178,  -1.9854
197803,   7.0808,   6.4283,   6.9387,   3.1663,   3.7494,   2.1252
197804,   7.0589,   7.5013,   9.5883,   6.9988,   7.6043,  10.1197
197805,   6.7651,   5.1500,   7.3408,   1.7708,   1.4929,   1.6794
197806,   1.3149,   0.0726,  -0.5715,  -1.0953,  -0.8172,  -2.0290
197807,   4.9705,   5.1224,   7.3621,   5.2469,   5.5900,   5.9467
197808,   9.0208,   7.5046,   9.2876,   2.1318,   3.4738,   4.6758
197809,  -0.8502,  -0.4780,  -1.8574,  -0.5233,  -0.9164,  -0.8249
197810, -20.9772, -18.0691, -21.9421, -10.7754,  -9.6879,  -9.4555
197811,   4.9099,   5.3817,   7.7846,   3.5153,   3.1154,   2.8555
197812,   2.2902,   2.1112,   2.6613,  -0.5682,   0.9633,   2.9557
197901,   9.8688,   7.5812,   8.6717,   7.3445,   4.3116,   3.5712
197902,  -1.5848,  -2.0721,  -3.8232,  -3.1932,  -2.8488,  -3.1659
197903,   9.5303,   8.5389,  10.4530,   6.3248,   5.3453,   6.4258
197904,   3.1719,   2.3317,   2.5345,  -1.7171,   0.5127,   1.1381
197905,  -0.1288,  -1.7144,  -2.0147,  -0.6082,  -1.6070,  -1.8196
197906,   6.2368,   5.9814,   5.0919,   5.9799,   4.2918,   3.9394
197907,   2.1984,   3.5710,   3.1137,   2.1788,   1.7651,   0.7089
197908,   7.7375,   7.2768,   9.1214,   4.4635,   6.5578,   6.2864
197909,  -0.4869,  -0.4716,  -0.0846,  -1.0338,  -0.1831,   0.5686
197910, -10.4000, -10.1446, -10.1813,  -7.8989,  -6.7103,  -6.1100
197911,   8.9858,   6.9325,   9.8196,   6.3585,   5.6807,   5.5571
197912,   7.8731,   5.6573,   6.4775,   2.0385,   2.1607,   1.9914
198001,  10.8943,   6.9233,   7.1866,   6.1047,   5.3854,   6.4254
198002,  -0.5720,  -2.5856,  -1.9063,  -0.8753,  -1.0937,   0.5944
198003, -19.6839, -16.2158, -17.7571, -11.7310,  -9.2913, -10.7487
198004,   6.9950,   5.9574,   5.7417,   6.7785,   4.9926,   3.9132
198005,   7.3776,   8.0320,   8.4739,   5.9282,   5.8074,   5.4743
198006,   4.5448,   4.4792,   4.7525,   3.9563,   2.5373,   3.4346
198007,   8.9154,   9.1482,  13.1341,   4.1272,   6.3207,   8.0075
198008,   4.9565,   5.8485,   7.3317,  -0.0470,   2.4731,   1.7208
198009,   3.0012,   2.4551,   5.1174,   1.7301,   2.9189,   3.4136
198010,   4.3576,   3.6350,   4.3960,  -0.1426,   1.2187,   3.1927
198011,   7.6439,   6.1070,   8.9193,   4.9340,  12.1908,  12.6692
198012,  -4.5832,  -1.6557,  -3.7700,  -0.7516,  -2.6228,  -4.1426
198101,  -0.8543,   0.0486,  -2.0746,  -0.4769,  -4.2834,  -6.3207
198102,   0.8081,   1.6409,   0.9721,   1.0501,   3.0289,   1.3117
198103,   7.1318,   7.1582,   8.8106,   8.4840,   4.0547,   2.2889
198104,   1.8147,   2.5861,   4.8184,  -1.1460,  -1.0631,  -2.4851
198105,   2.7954,   2.9053,   4.7682,   1.8035,   0.5516,   0.4407
198106,  -1.7707,  -0.5231,  -3.2578,   0.6421,  -1.2095,  -0.6134
198107,  -1.8542,  -2.0178,  -3.0915,  -2.0074,  -0.7128,   1.7519
198108,  -8.1051,  -5.9928,  -8.6932,  -5.9773,  -5.0542,  -6.0179
198109,  -9.8979,  -6.7514,  -7.6813,  -4.6483,  -4.4673,  -6.6229
198110,   7.5807,   7.0348,   9.8584,   2.9500,   5.8339,   6.9545
198111,   1.1406,   4.3209,   3.0638,   6.1362,   4.0568,   4.3469
198112,  -2.3430,  -1.5247,  -1.5587,  -3.1550,  -2.2190,  -3.4949
198201,  -2.8500,  -2.7503,  -4.3557,  -0.8330,  -2.4788,  -2.3052
198202,  -3.6820,  -3.5523,  -5.5615,  -1.2020,  -5.0538,  -6.1781
198203,  -0.8977,   0.0090,  -1.3996,   0.7983,  -0.5755,  -1.4790
198204,   4.6932,   5.2718,   6.6390,   3.9508,   3.6129,   5.1217
198205,  -2.6891,  -2.1412,  -2.6453,  -3.7782,  -3.2757,  -2.0696
198206,  -3.0546,  -2.0914,  -2.4162,  -1.1171,  -2.3090,  -1.7351
198207,  -2.1973,  -1.5041,  -0.7533,  -2.6721,  -2.1667,  -2.0417
198208,   7.8047,   8.2565,   8.6601,  15.2951,  12.7708,  10.6516
198209,   2.4769,   4.6254,   4.5875,   0.6562,   0.8542,   2.8302
198210,  14.0344,  12.5718,  15.3157,  12.1931,  11.2581,  11.4887
198211,  10.3733,   8.2609,   9.3166,   5.6737,   4.2362,   4.7932
198212,   1.2842,   0.7130,   1.2557,   1.8916,   0.3398,   1.8999
198301,   9.1334,   7.0657,   6.1834,   2.8129,   4.5569,   2.6643
198302,   5.2868,   5.4930,   6.0199,   4.6529,   2.2668,   2.8807
198303,   4.3230,   5.0080,   4.3744,   3.9379,   2.9593,   3.5536
198304,   8.2390,   7.0036,   8.1850,   7.4312,   7.0674,   7.2721
198305,   8.6708,   5.6568,   5.7540,   1.1355,  -0.9314,   0.3718
198306,   4.3705,   4.4394,   4.9943,   0.5206,   3.6191,   5.0886
198307,  -4.0793,  -1.4592,  -2.5475,  -2.3614,  -3.2186,  -4.1147
198308,  -4.2461,  -2.4269,  -3.0997,   0.4906,   1.9105,   0.4110
198309,  -0.7538,   3.5362,   2.0466,   2.0119,   1.5988,   1.7078
198310,  -6.6653,  -4.3843,  -6.9171,  -0.9191,  -1.8853,  -2.2567
198311,   3.8098,   4.9043,   4.7495,   4.3375,   2.3441,   1.8960
198312,  -1.9597,  -1.3302,  -1.5626,  -2.4956,  -1.2314,   0.3042
198401,  -0.2159,  -1.4850,  -2.1816,  -2.8081,   0.7714,  -2.4843
198402,  -5.7575,  -4.8255,  -5.7722,  -5.4472,  -3.1500,  -3.6034
198403,   0.9544,   0.9818,   1.0699,   3.2354,   0.4945,   1.4264
198404,  -2.1580,  -0.1375,   0.3987,  -3.1985,   1.8621,   1.0090
198405,  -6.2945,  -4.5226,  -4.8910,  -7.4279,  -4.6897,  -4.4230
198406,   1.2835,   2.8185,   4.1776,  -0.0251,   3.7176,   3.3472
198407,  -6.7793,  -3.5374,  -2.6247,  -3.5805,  -1.9471,  -0.6404
198408,  11.5383,  11.4654,  11.9236,  12.8783,  10.9929,  11.1271
198409,  -1.7798,   0.1383,  -0.0431,  -0.7076,  -0.2240,   0.2988
198410,  -2.5046,  -1.0364,  -0.1935,   0.8334,  -0.3246,   0.8778
198411,  -4.2150,  -1.6135,  -1.0919,   0.0745,  -0.5474,  -1.6021
198412,   0.4642,   2.3295,   2.7509,   2.5004,   2.2976,   2.8372
198501,  13.4605,  11.2074,  12.0017,   8.7605,   7.4483,   8.4418
198502,   2.7359,   2.3933,   3.1594,   0.0881,   1.6319,   2.2408
198503,  -3.5559,  -0.8110,  -1.0892,  -0.3612,   0.4288,  -0.3621
198504,  -2.0334,  -1.0120,   0.9620,  -0.6917,   0.0638,  -0.5783
198505,   2.3444,   3.8999,   5.1254,   6.1709,   6.2231,   6.0515
198506,  -0.6913,   2.1826,   3.8174,   2.0950,   2.0841,   1.1040
198507,   2.8228,   1.9100,   2.4731,  -0.1578,  -0.7045,  -0.6972
198508,  -1.0029,  -0.5995,  -0.9491,  -0.4139,  -0.2321,  -0.6017
198509,  -6.6781,  -4.6775,  -5.6332,  -4.4118,  -3.5790,  -3.2789
198510,   2.1336,   3.8264,   4.0416,   5.1538,   4.6061,   5.0605
198511,   6.8490,   6.8326,   7.9707,   7.2172,   7.4427,   6.7419
198512,   3.6294,   4.4454,   4.6587,   3.9571,   4.6760,   4.9433
198601,   2.2860,   1.1018,   2.8975,   4.4680,   0.4704,  -0.1339
198602,   5.5737,   6.9587,   8.5964,   8.5296,   7.6720,   7.6846
198603,   3.8987,   5.5314,   4.6149,   4.8998,   4.9702,   6.5449
198604,   1.0320,   1.7603,   2.2061,  -4.8386,  -0.6964,  -0.2277
198605,   2.5278,   4.4554,   5.0855,   4.4047,   4.9728,   6.1421
198606,  -0.9039,   0.9481,   1.3066,   0.3533,   2.3112,   1.7946
198607, -10.4445,  -7.8431,  -9.2056,  -4.5829,  -4.1219,  -6.7249
198608,   3.0521,   4.2398,   2.0453,   8.7434,   7.3154,   6.4972
198609,  -6.1295,  -5.7032,  -6.8695,  -8.7101,  -8.7528,  -8.1688
198610,   3.0178,   3.0720,   4.1002,   5.9271,   6.3817,   4.7379
198611,  -0.8251,   0.3864,   0.0504,   0.8924,   2.2233,   2.0861
198612,  -3.7391,  -2.4232,  -2.4011,  -3.0507,  -2.5966,  -2.7767
198701,  11.3076,  11.7446,  11.6101,  13.4243,  12.3286,  13.4495
198702,   8.6495,   6.4791,   8.2653,   5.8262,   3.4115,   4.5295
198703,   2.6061,   3.0580,   1.7769,   0.1173,   1.0805,   3.6551
198704,  -1.6352,  -3.8182,  -3.0977,  -1.4335,  -2.1677,  -0.9664
198705,   0.0596,   0.2382,  -0.4318,  -0.7354,   1.0916,   0.7776
198706,   1.1186,   3.0043,   3.0076,   3.8247,   4.7608,   5.3204
198707,   3.1388,   3.7021,   2.9632,   6.2795,   3.0931,   5.2361
198708,   1.7540,   3.3723,   4.4165,   3.2722,   4.0208,   4.6935
198709,  -1.7274,  -1.9558,  -1.7624,  -0.6851,  -2.2789,  -2.5882
198710, -32.0397, -27.7535, -29.7010, -23.6347, -20.2875, -21.8480
198711,  -5.2621,  -3.3734,  -6.2575,  -5.8037,  -7.6254,  -8.5733
198712,   5.4012,   7.3083,   9.2872,   5.8300,   7.1159,   7.8500
198801,   4.4889,   5.1887,   2.5244,   4.5100,   4.9675,   4.2095
198802,   6.9333,   8.4837,   8.8309,   4.0475,   4.4786,   5.2415
198803,   4.1406,   2.6457,   4.6127,  -2.1376,  -2.5518,  -3.1246
198804,   2.2748,   1.9099,   1.7550,   0.0095,   1.7814,   0.1286
198805,  -1.6620,  -1.4934,  -2.5486,   1.1375,   0.6764,   0.5404
198806,   5.8115,   7.6455,   7.5793,   4.2662,   4.8023,   5.4272
198807,  -0.8038,  -1.2096,  -1.1142,  -0.1898,  -0.5906,  -1.0462
198808,  -3.2405,  -2.0230,  -2.9376,  -1.0214,  -2.9881,  -2.9507
198809,   1.7196,   3.4192,   2.9593,   3.2775,   3.1091,   5.5460
198810,  -1.4004,  -0.1279,  -0.8652,   0.4914,   2.4835,   2.5419
198811,  -3.1038,  -2.4586,  -3.4981,  -1.4935,  -1.3546,  -1.6677
198812,   3.9915,   3.5338,   4.0774,   0.9603,   1.9379,   2.2549
198901,   5.8921,   4.2484,   3.8193,   7.0009,   6.4922,   7.1680
198902,   0.8510,   1.2524,   0.3045,  -0.8156,  -2.4723,  -2.0007
198903,   3.0446,   2.9685,   2.6686,   2.5737,   1.2210,   3.0497
198904,   3.9109,   4.5074,   5.2375,   5.3998,   4.8650,   5.4949
198905,   3.8858,   4.0470,   4.7959,   4.2767,   3.9230,   4.3423
198906,  -2.6807,  -1.0300,  -1.6543,  -0.5063,   0.0401,  -0.9966
198907,   3.5331,   4.5460,   4.2139,   6.2867,   8.0515,   9.5115
198908,   2.2682,   2.2163,   3.6745,   2.7695,   1.7935,   2.1518
198909,  -0.5259,   0.7490,   1.1796,  -0.5178,  -0.7520,   0.5716
198910,  -5.9933,  -5.3795,  -5.3264,  -2.3920,  -2.1033,  -2.8627
198911,   0.3416,   1.0633,   0.5042,   2.8188,   2.4732,   0.9397
198912,  -0.3371,   0.1016,   0.0528,   1.6452,   3.2433,   1.1142
199001,  -7.7719,  -8.1417,  -9.6771,  -6.9354,  -6.8229,  -7.3898
199002,   2.8937,   2.5932,   3.0109,   1.6453,   1.5303,   1.3974
199003,   2.9784,   4.0467,   4.5546,   0.6825,   2.0276,   3.1456
199004,  -3.3345,  -3.1860,  -2.8689,  -4.8070,  -2.8938,  -1.6533
199005,   6.3358,   7.1754,   7.7471,   8.5590,   8.7843,  10.2317
199006,   1.6003,   0.7789,  -0.3522,   0.2551,  -1.4614,   0.0129
199007,  -4.3211,  -3.2650,  -4.1587,  -1.2753,   0.1465,  -1.6490
199008, -13.5785, -11.6841, -14.3650,  -9.4941,  -8.5622,  -9.4067
199009,  -9.3588,  -7.8530, -10.2730,  -6.8751,  -3.6604,  -5.8397
199010,  -7.9163,  -4.5827,  -4.9681,  -3.0431,  -0.7068,   0.2646
199011,   5.7684,   7.5193,   8.4339,   8.7842,   6.0977,   7.1158
199012,   1.5260,   3.9698,   5.4014,   2.4331,   2.3320,   3.8397
199101,   8.1205,   8.5590,   9.6459,   4.7695,   3.8893,   5.7667
199102,  12.4670,   9.5819,  11.4117,   7.1704,   6.2868,   8.1430
199103,   7.5285,   6.2330,   6.2380,   3.3364,   1.6293,   3.6251
199104,  -0.1161,   0.9867,   1.1019,   0.4093,  -0.0959,   0.4621
199105,   3.2283,   4.1957,   4.9538,   2.7149,   3.3998,   5.0893
199106,  -5.5868,  -4.1912,  -3.2460,  -5.5543,  -4.4677,  -4.3530
199107,   3.2870,   3.4849,   4.7290,   3.8315,   3.9258,   5.6187
199108,   4.6425,   3.0313,   4.1489,   1.6875,   1.2079,   3.8896
199109,   1.2837,   0.3344,  -0.2854,  -0.0813,  -0.5518,  -2.1186
199110,   4.3637,   2.1419,   2.0244,   2.6594,   1.1823,   1.5299
199111,  -6.0901,  -3.7116,  -4.2694,  -3.2718,  -4.5756,  -2.9671
199112,   7.5208,   8.0967,  10.0719,   8.3445,  10.3213,  12.9148
199201,   9.7868,   7.0741,   8.1967,  -0.5390,  -1.4760,  -1.5375
199202,   2.4269,   2.0991,   4.2569,   2.1825,   1.7432,   0.5459
199203,  -3.9860,  -1.9759,  -3.8289,  -2.0247,  -1.9728,  -2.2084
199204,  -5.7183,  -1.9188,  -2.7928,   1.1319,   3.6122,   1.5796
199205,   1.5916,   0.7634,  -0.8815,   0.2301,   0.5098,   0.7761
199206,  -4.7753,  -3.5908,  -4.3658,  -2.2288,   0.0115,  -2.8223
199207,   2.7865,   3.3626,   3.9474,   3.0145,   4.3612,   4.3380
199208,  -5.4230,  -2.2768,  -1.5087,  -4.8417,  -1.9716,  -1.4043
199209,   0.0669,   2.3456,   2.9800,   1.2824,   0.9040,   1.5284
199210,   2.6490,   2.9959,   4.3053,   1.0631,  -0.4741,   1.9178
199211,   8.8034,   7.0811,   8.6354,   5.5335,   2.3062,   4.4653
199212,   2.6226,   3.7123,   3.6410,   3.4691,   1.0370,   1.5350
199301,   2.6627,   3.8048,   3.3051,   4.2056,   1.0659,  -0.1401
199302,  -3.5295,  -1.8642,  -2.6433,   1.2641,   2.9072,  -0.5866
199303,   1.5550,   3.1031,   3.5592,   4.2958,   2.4752,   1.9563
199304,  -2.3650,  -2.9296,  -3.7727,   1.1502,  -1.3658,  -4.6347
199305,   5.5455,   4.1906,   5.1702,   3.1056,   2.2369,   3.3148
199306,   1.1178,   0.4247,   1.0751,   2.0252,   0.1447,   0.2447
199307,   0.2219,   1.2967,   0.6353,   2.1122,   0.9627,  -2.0058
199308,   4.5567,   4.0435,   4.0806,   5.9253,   3.4929,   3.3291
199309,   2.8587,   2.3452,   3.0879,  -0.5207,  -0.1526,  -0.2572
199310,   4.3467,   1.5708,   3.3147,  -0.1623,   1.1709,   2.0369
199311,  -3.3371,  -2.2752,  -2.7755,  -3.8691,  -1.8820,  -0.0462
199312,   1.3776,   4.0630,   3.9967,   1.4977,   2.2986,   1.2206
199401,   4.5556,   2.3765,   2.3620,   4.1176,   3.1844,   2.8152
199402,  -1.7622,   0.8596,   0.0323,  -4.5066,  -2.7577,  -1.9996
199403,  -6.3694,  -5.0492,  -5.0779,  -4.4751,  -4.1107,  -4.3538
199404,  -0.8946,   0.8042,   0.2027,   0.3743,   1.2243,   1.4064
199405,  -1.6280,  -1.4821,  -1.5320,   0.8234,   0.7786,   1.9217
199406,  -4.6926,  -2.9334,  -2.7247,  -3.0791,  -2.4142,  -2.6261
199407,   1.4076,   1.5398,   2.1768,   4.6697,   4.0018,   2.6962
199408,   5.1022,   5.4265,   6.2574,   3.9274,   3.5920,   4.6938
199409,  -0.1640,   0.2057,   0.6517,  -2.5539,  -2.2889,  -2.3179
199410,  -0.8177,   0.1583,   0.0490,   2.1023,   2.7927,   1.7180
199411,  -3.9712,  -3.2541,  -3.6914,  -3.7946,  -3.9019,  -3.2687
199412,  -0.2937,   2.3183,   1.5280,   1.9817,   1.7750,   0.9478
